# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	80297	81466	-	WP_005894951.1	WP_005894951.1		IS110 family transposase		45633887	AT688_RS00360	1170	389	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	81741	82196	+						45633888	AT688_RS00365	456		old_locus_tag=ERS445057_00074
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	81741	82196	+	WP_005894949.1	WP_005894949.1		GNAT family N-acetyltransferase		45633888	AT688_RS00365	456	151	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	82299	82727	+						45633889	AT688_RS00370	429		old_locus_tag=ERS445057_00075
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	82299	82727	+	WP_005894947.1	WP_005894947.1		transcriptional repressor		45633889	AT688_RS00370	429	142	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	82766	83359	+						45633890	AT688_RS00375	594		old_locus_tag=ERS445057_00076
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	82766	83359	+	WP_005894945.1	WP_005894945.1		hypothetical protein		45633890	AT688_RS00375	594	197	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	83628	83780	+					rpmG	45633891	AT688_RS00380	153		old_locus_tag=ERS445057_00077
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	83628	83780	+	WP_005894943.1	WP_005894943.1		50S ribosomal protein L33	rpmG	45633891	AT688_RS00380	153	50	
gene	tRNA	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	83808	83883	+						45633892	AT688_RS00385	76		old_locus_tag=ERS445057_00078
tRNA		GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	83808	83883	+				tRNA-Trp		45633892	AT688_RS00385	76		anticodon=CCA
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	83906	84082	+					secE	45633893	AT688_RS00390	177		old_locus_tag=ERS445057_00079
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	83906	84082	+	WP_005894938.1	WP_005894938.1		preprotein translocase subunit SecE	secE	45633893	AT688_RS00390	177	58	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	84079	84660	+					nusG	45633894	AT688_RS00395	582		old_locus_tag=ERS445057_00080
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	84079	84660	+	WP_005894935.1	WP_005894935.1		transcription termination/antitermination protein NusG	nusG	45633894	AT688_RS00395	582	193	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	84694	85119	+					rplK	45633895	AT688_RS00400	426		old_locus_tag=ERS445057_00081
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	84694	85119	+	WP_005894933.1	WP_005894933.1		50S ribosomal protein L11	rplK	45633895	AT688_RS00400	426	141	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	85180	85887	+					rplA	45633896	AT688_RS00405	708		old_locus_tag=ERS445057_00082
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	85180	85887	+	WP_005894930.1	WP_005894930.1		50S ribosomal protein L1	rplA	45633896	AT688_RS00405	708	235	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	86041	86553	+					rplJ	45633897	AT688_RS00410	513		old_locus_tag=ERS445057_00084
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	86041	86553	+	WP_005894928.1	WP_005894928.1		50S ribosomal protein L10	rplJ	45633897	AT688_RS00410	513	170	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	86600	86965	+					rplL	45633898	AT688_RS00415	366		old_locus_tag=ERS445057_00085
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	86600	86965	+	WP_005894926.1	WP_005894926.1		50S ribosomal protein L7/L12	rplL	45633898	AT688_RS00415	366	121	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	87365	90919	+					rpoB	45633899	AT688_RS00420	3555		old_locus_tag=ERS445057_00086
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	87365	90919	+	WP_005894921.1	WP_005894921.1		DNA-directed RNA polymerase subunit beta	rpoB	45633899	AT688_RS00420	3555	1184	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	90955	94914	+					rpoC	45633900	AT688_RS00425	3960		old_locus_tag=ERS445057_00087
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	90955	94914	+	WP_005894919.1	WP_005894919.1		DNA-directed RNA polymerase subunit beta'	rpoC	45633900	AT688_RS00425	3960	1319	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	95126	96004	+						45633901	AT688_RS00430	879		old_locus_tag=ERS445057_00088
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	95126	96004	+	WP_005894915.1	WP_005894915.1		YicC family protein		45633901	AT688_RS00430	879	292	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	96207	96764	+					gmk	45633902	AT688_RS00435	558		old_locus_tag=ERS445057_00089
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	96207	96764	+	WP_005894913.1	WP_005894913.1		guanylate kinase	gmk	45633902	AT688_RS00435	558	185	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	96766	96987	+						45633903	AT688_RS00440	222		old_locus_tag=ERS445057_00090
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	96766	96987	+	WP_005894911.1	WP_005894911.1		DNA-directed RNA polymerase subunit omega		45633903	AT688_RS00440	222	73	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	96971	97990	+						45633904	AT688_RS00445	1020		old_locus_tag=ERS445057_00091
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	96971	97990	+	WP_005894909.1	WP_005894909.1		FAD:protein FMN transferase		45633904	AT688_RS00445	1020	339	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	98064	100079	+						45633905	AT688_RS00450	2016		old_locus_tag=ERS445057_00092
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	98064	100079	+	WP_005894907.1	WP_005894907.1		sodium-translocating pyrophosphatase		45633905	AT688_RS00450	2016	671	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	100302	102122	+						45633906	AT688_RS00455	1821		old_locus_tag=ERS445057_00093
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	100302	102122	+	WP_005894903.1	WP_005894903.1		acetyltransferase		45633906	AT688_RS00455	1821	606	
gene	rRNA	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	102373	103878	+						45633907	AT688_RS00460	1506		
rRNA		GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	102373	103878	+				16S ribosomal RNA		45633907	AT688_RS00460	1506		
gene	tRNA	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	103941	104017	+						45633908	AT688_RS00465	77		old_locus_tag=ERS445057_00095
tRNA		GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	103941	104017	+				tRNA-Ile		45633908	AT688_RS00465	77		anticodon=GAT
gene	tRNA	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	104021	104097	+						45633909	AT688_RS00470	77		old_locus_tag=ERS445057_00096
tRNA		GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	104021	104097	+				tRNA-Ala		45633909	AT688_RS00470	77		anticodon=TGC
gene	rRNA	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	104190	107098	+						45633910	AT688_RS00475	2909		
rRNA		GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	104190	107098	+				23S ribosomal RNA		45633910	AT688_RS00475	2909		
gene	rRNA	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	107166	107282	+					rrf	45633911	AT688_RS00480	117		
rRNA		GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	107166	107282	+				5S ribosomal RNA	rrf	45633911	AT688_RS00480	117		
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	107520	107990	+						45633912	AT688_RS00485	471		old_locus_tag=ERS445057_00097
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	107520	107990	+	WP_005894899.1	WP_005894899.1		ribosome maturation factor RimP		45633912	AT688_RS00485	471	156	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	108017	109090	+					nusA	45633913	AT688_RS00490	1074		old_locus_tag=ERS445057_00098
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	108017	109090	+	WP_005894897.1	WP_005894897.1		transcription termination factor NusA	nusA	45633913	AT688_RS00490	1074	357	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	109083	109613	+						45633914	AT688_RS00495	531		old_locus_tag=ERS445057_00099
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	109083	109613	+	WP_005894895.1	WP_005894895.1		DUF448 domain-containing protein		45633914	AT688_RS00495	531	176	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	109610	111853	+					infB	45633915	AT688_RS00500	2244		old_locus_tag=ERS445057_00100
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	109610	111853	+	WP_005894893.1	WP_005894893.1		translation initiation factor IF-2	infB	45633915	AT688_RS00500	2244	747	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	111869	112231	+					rbfA	45633916	AT688_RS00505	363		old_locus_tag=ERS445057_00101
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	111869	112231	+	WP_005918919.1	WP_005918919.1		30S ribosome-binding factor RbfA	rbfA	45633916	AT688_RS00505	363	120	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	112240	113904	+					recJ	45633917	AT688_RS00510	1665		old_locus_tag=ERS445057_00102
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	112240	113904	+	WP_032842655.1	WP_032842655.1		single-stranded-DNA-specific exonuclease RecJ	recJ	45633917	AT688_RS00510	1665	554	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	113920	115299	+					tig	45633918	AT688_RS00515	1380		old_locus_tag=ERS445057_00103
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	113920	115299	+	WP_005894882.1	WP_005894882.1		trigger factor	tig	45633918	AT688_RS00515	1380	459	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	115605	116186	+					clpP	45633919	AT688_RS00520	582		old_locus_tag=ERS445057_00104
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	115605	116186	+	WP_005894880.1	WP_005894880.1		ATP-dependent Clp endopeptidase proteolytic subunit ClpP	clpP	45633919	AT688_RS00520	582	193	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	116198	117469	+					clpX	45633920	AT688_RS00525	1272		old_locus_tag=ERS445057_00105
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	116198	117469	+	WP_005894877.1	WP_005894877.1		ATP-dependent Clp protease ATP-binding subunit ClpX	clpX	45633920	AT688_RS00525	1272	423	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	117715	120021	+					lon	45633921	AT688_RS00530	2307		old_locus_tag=ERS445057_00106
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	117715	120021	+	WP_005894873.1	WP_005894873.1		endopeptidase La	lon	45633921	AT688_RS00530	2307	768	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	120037	120621	+					yihA	45633922	AT688_RS00535	585		old_locus_tag=ERS445057_00107
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	120037	120621	+	WP_005894870.1	WP_005894870.1		ribosome biogenesis GTP-binding protein YihA/YsxC	yihA	45633922	AT688_RS00535	585	194	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	120703	121632	+						45633923	AT688_RS00540	930		old_locus_tag=ERS445057_00108
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	120703	121632	+	WP_032842653.1	WP_032842653.1		hypothetical protein		45633923	AT688_RS00540	930	309	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	121652	122572	+						45633924	AT688_RS00545	921		old_locus_tag=ERS445057_00109
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	121652	122572	+	WP_032842770.1	WP_032842770.1		hypothetical protein		45633924	AT688_RS00545	921	306	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	122592	123479	+						45633925	AT688_RS00550	888		old_locus_tag=ERS445057_00110
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	122592	123479	+	WP_032842769.1	WP_032842769.1		RHS repeat protein		45633925	AT688_RS00550	888	295	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	123497	124360	+						45633926	AT688_RS00555	864		old_locus_tag=ERS445057_00111
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	123497	124360	+	WP_005894851.1	WP_005894851.1		hypothetical protein		45633926	AT688_RS00555	864	287	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	124375	125286	+						45633927	AT688_RS00560	912		old_locus_tag=ERS445057_00112
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	124375	125286	+	WP_032842652.1	WP_032842652.1		hypothetical protein		45633927	AT688_RS00560	912	303	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	125316	127979	+						45633928	AT688_RS00565	2664		old_locus_tag=ERS445057_00113
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	125316	127979	+	WP_005894846.1	WP_005894846.1		valine--tRNA ligase		45633928	AT688_RS00565	2664	887	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	128469	128951	+						45633929	AT688_RS00570	483		old_locus_tag=ERS445057_00114
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	128469	128951	+	WP_005894844.1	WP_005894844.1		MarR family transcriptional regulator		45633929	AT688_RS00570	483	160	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	128911	130452	+						45633930	AT688_RS00575	1542		old_locus_tag=ERS445057_00115
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	128911	130452	+	WP_032842768.1	WP_032842768.1		ABC transporter permease subunit		45633930	AT688_RS00575	1542	513	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	130452	131174	+						45633931	AT688_RS00580	723		old_locus_tag=ERS445057_00116
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	130452	131174	+	WP_005894839.1	WP_005894839.1		ABC transporter ATP-binding protein		45633931	AT688_RS00580	723	240	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	131187	132152	+						45633932	AT688_RS00585	966		old_locus_tag=ERS445057_00117
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	131187	132152	+	WP_005894837.1	WP_005894837.1		zinc-binding alcohol dehydrogenase family protein		45633932	AT688_RS00585	966	321	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	132268	132819	+						45633933	AT688_RS00590	552		old_locus_tag=ERS445057_00118
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	132268	132819	+	WP_005894834.1	WP_005894834.1		glutathione peroxidase		45633933	AT688_RS00590	552	183	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	132764	133567	-						45633934	AT688_RS00595	804		old_locus_tag=ERS445057_00119
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	132764	133567	-	WP_005894831.1	WP_005894831.1		energy-coupling factor transporter transmembrane protein EcfT		45633934	AT688_RS00595	804	267	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	133570	134391	-						45633935	AT688_RS00600	822		old_locus_tag=ERS445057_00120
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	133570	134391	-	WP_005894828.1	WP_005894828.1		energy-coupling factor ABC transporter ATP-binding protein		45633935	AT688_RS00600	822	273	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	134375	135169	-						45633936	AT688_RS00605	795		old_locus_tag=ERS445057_00121
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	134375	135169	-	WP_005894825.1	WP_005894825.1		ATP-binding cassette domain-containing protein		45633936	AT688_RS00605	795	264	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	135179	135727	-						45633937	AT688_RS00610	549		old_locus_tag=ERS445057_00122
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	135179	135727	-	WP_005894822.1	WP_005894822.1		biotin transporter BioY		45633937	AT688_RS00610	549	182	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	135867	137672	+						45633938	AT688_RS00615	1806		old_locus_tag=ERS445057_00123
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	135867	137672	+	WP_005894819.1	WP_005894819.1		DUF4401 domain-containing protein		45633938	AT688_RS00615	1806	601	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	137665	138225	+						45633939	AT688_RS00620	561		old_locus_tag=ERS445057_00124
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	137665	138225	+	WP_005894816.1	WP_005894816.1		GDYXXLXY domain-containing protein		45633939	AT688_RS00620	561	186	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	138250	139410	-						45633940	AT688_RS00625	1161		old_locus_tag=ERS445057_00125
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	138250	139410	-	WP_005894812.1	WP_005894812.1		type II toxin-antitoxin system HipA family toxin		45633940	AT688_RS00625	1161	386	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	139397	139681	-						45633941	AT688_RS00630	285		old_locus_tag=ERS445057_00126
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	139397	139681	-	WP_005894809.1	WP_005894809.1		helix-turn-helix transcriptional regulator		45633941	AT688_RS00630	285	94	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	139805	140512	-						45633942	AT688_RS00635	708		old_locus_tag=ERS445057_00127
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	139805	140512	-	WP_005894807.1	WP_005894807.1		queuosine precursor transporter		45633942	AT688_RS00635	708	235	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	140509	141222	-						45633943	AT688_RS00640	714		old_locus_tag=ERS445057_00128
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	140509	141222	-	WP_005894804.1	WP_005894804.1		radical SAM protein		45633943	AT688_RS00640	714	237	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	141632	142066	-						45633944	AT688_RS00645	435		old_locus_tag=ERS445057_00129
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	141632	142066	-	WP_005894802.1	WP_005894802.1		hypothetical protein		45633944	AT688_RS00645	435	144	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	142072	142725	-						45633945	AT688_RS00650	654		old_locus_tag=ERS445057_00130
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	142072	142725	-	WP_005894800.1	WP_005894800.1		L-threonylcarbamoyladenylate synthase		45633945	AT688_RS00650	654	217	
